x0,x1,x2,x3,x4,x5,x6,batch_id,cand_index,role,pred_log_fom,pred_rank_in_batch,ckpt_step,fom,fom_error,fom_seconds
4.516378263111885,140.38900804386705,7.3621974208718095,13.663106945339731,12.60137722344262,128.98204199219953,122.32071191329628,4,3,candidate,72.71858419933463,17,2500,4.867075031289406e+31,,15.662175999954343
3.9939176438377824,132.89541177321018,8.936447915573183,14.442707088835181,13.63980681453692,131.09307449332456,112.40287977652572,4,4,candidate,72.8255604445743,19,2500,3.9904286048723427e+31,,15.292243900010362
1.5720083507673352,125.5238792556268,8.04033978572026,15.556749509145904,12.606011482853209,117.82307107388613,124.9689180483782,4,5,candidate,71.95974733103145,0,2500,2.6416071887998776e+31,,15.613471299991943
4.125693934353873,120.45937177157228,6.136447915573183,13.631309467734303,14.706600046191843,125.46735314977651,117.27760596647097,4,6,candidate,72.65640267735334,16,2500,2.534540751642192e+31,,15.938232899992727
2.4242879928812204,124.70397357765493,7.936576421521394,15.726932172813585,16.535270152735958,122.83353493817334,128.31020966619738,4,7,candidate,72.32684716847884,10,2500,2.367332039862081e+31,,15.586461000028066
0.8182264531684125,140.38900804386705,8.679136851581468,15.143951702089103,12.60137722344262,121.07443440068526,134.4028797765257,4,8,candidate,73.763056210344,22,2500,4.802064549936502e+31,,14.745228999992833
5.804854179713775,130.70268728166894,7.325134787035998,17.552619424633868,16.15404380687202,129.35001518655994,119.5958456278475,4,9,candidate,72.24738683285462,6,2500,2.4926269015365565e+31,,15.406551400083117
10.206510352550975,126.36926055719825,6.873632729125911,17.552619424633868,16.511580497418365,129.96370397048767,123.13554164535824,4,10,candidate,72.29566915787285,9,2500,2.3646700101660755e+31,,16.11652620008681
5.671664300101177,118.38900804386705,6.718349128121998,13.311516705947751,14.170987368193984,123.78676081242554,127.01850538839419,4,11,candidate,72.51892865119271,14,2500,2.7718870093248027e+31,,28.857347100041807
11.54327674939897,134.11721051183176,6.98787863344986,15.97501544921801,16.983517550736746,123.71932053598721,126.18291916708773,4,12,candidate,72.50824143734803,12,2500,4.970813181394786e+31,,15.364977399935015
11.452756335762956,121.74118709253592,8.936447915573183,14.04223016307002,15.240004766684274,127.26623920303219,122.18654494663564,4,13,candidate,72.51280794806708,13,2500,2.064801344424956e+31,,16.183571100002155
0.6808268966901081,132.78287337624877,7.3801575908273795,16.989704077136626,16.64095422057268,131.79045409617987,128.3396039046063,4,14,candidate,72.07452307323949,1,2500,2.3025076998648204e+31,,15.591363999992609
4.385900043755361,131.2023248483524,7.251012052834271,16.93689253260701,15.531139304959082,129.61108150089893,119.34693780050853,4,15,candidate,72.28061329482306,8,2500,2.720958427973954e+31,,15.783441599924117
